SKU,EAN,Title,Description,Tags,Price,Soggeto iv o no,Quantità,Immagini
as_8042,5425016924716,7 Wonders - Cities (nuova versione) (ITA),"<p><span>7 Wonders Cities</span><strong> </strong><span>è un’</span><strong>espansione</strong><span> di 7 Wonders la quale permette di sfruttare un nuovo tipo di carte che aumenta l’interazione tra i giocatori: le carte nere. Inoltre, questa espansione introduce le partite a squadre!</span><br><strong> </strong><br><strong>Cosa offre 7 Wonders Cities in aggiunta al gioco base? </strong></p>
<ul>
<li>Semplicissimo da integrare al gioco base.</li>
<li>Partite a squadre di 2 (per 4 o 6 giocatori).</li>
<li>Maggiore interazione tra i giocatori grazie a 42 carte di un nuovo tipo.</li>
<li>Rigiocabilità incrementata rispetto a quella, già alta, del gioco base.</li>
<li>2 nuove Meraviglie con nuovi effetti esclusivi.</li>
<li>Compatibile con le altre espansioni di 7 Wonders.</li>
</ul>
<p> </p>",GIOCHI DA TAVOLO,32.9,soggeto iv,1,https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-cities-nuova-versione-ita-magic-dreams-store.jpg?v=1707267257
as_8035,5425016924242,7 Wonders - Duel (ITA),"<span>Sviluppa la tua scienza e il tuo esercito, innalza edifici prestigiosi e guida la tua civiltà alla vittoria! 7 Wonders Duel è un gioco completo ambientato nel mondo di 7 Wonders e concepito specificamente per 2 giocatori.</span><br><span>7 Wonders Duel offre un nuovo sistema di pesca delle carte, 3 condizioni di vittoria, progresso scientifico, un sistema militare originale e 12 Meraviglie da combinare tra loro per giocare partite avvincenti e sempre nuove.</span>",GIOCHI DA TAVOLO,26.9,soggeto iv,1,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-ita-magic-dreams-store-1.jpg?v=1707272165, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-ita-magic-dreams-store-2.jpg?v=1707272167, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-ita-magic-dreams-store-3.jpg?v=1707272169, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-ita-magic-dreams-store-4.jpg?v=1707272171, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-ita-magic-dreams-store-5.jpg?v=1707272173, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-ita-magic-dreams-store-6.jpg?v=1707272175, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-ita-magic-dreams-store-7.jpg?v=1707272177"
as_8043,5425016924495,7 Wonders - Leaders (nuova versione) (ITA),"<p><span>7 Wonders Leaders è un’</span><strong>espansione</strong><span> di 7 Wonders che permette di reclutare gli eroi più potenti dell’Antichità!</span><br><br><strong>Cosa offre 7 Wonders Leaders in aggiunta al gioco base? </strong></p>
<ul>
<li>Semplicissimo da integrare al gioco base.</li>
<li>Non aggiunge complessità al gioco ma fornisce un ventaglio di nuove strategie variabili in  base ai Leader scelti.</li>
<li>Rigiocabilità incrementata rispetto a quella, già alta, del gioco base.</li>
<li>2 nuove Meraviglie con nuovi effetti esclusivi.</li>
<li>Compatibile con le altre espansioni di 7 Wonders.</li>
</ul>",GIOCHI DA TAVOLO,32.9,soggeto iv,1,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-leaders-nuova-versione-ita-magic-dreams-store-1.jpg?v=1707267257, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-leaders-nuova-versione-ita-magic-dreams-store-2.jpg?v=1707267260, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-leaders-nuova-versione-ita-magic-dreams-store-3.jpg?v=1707267262, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-leaders-nuova-versione-ita-magic-dreams-store-4.jpg?v=1707267264"
as_8039,5425016924945,7 Wonders Duel - Agora (ITA),"<p><span>Le decisioni che vengono prese all’interno delle mura del Senato modelleranno il destino della civiltà… mentre i cospiratori inseguiranno i loro obiettivi tra corridoi immersi nell’ombra.</span><br><br><span>Questa espansione per</span><strong> 7 Wonders Duel</strong><span> aggiunge:</span><br></p>
<ul>
<li>i Senatori e la loro Influenza sul Senato</li>
<li>le carte Cospirazione</li>
<li>2 nuove Meraviglie e 2 nuovi segnalini Progresso</li>
</ul>
<p><span>I Senatori sono carte di 2 tipi (Politici e Cospiratori) da aggiungere alle carte Epoca già disponibili nel gioco base, mentre il Senato è rappresentato da una nuova plancia composta da 6 Camere che possono essere controllate per beneficiare dei decreti corrispondenti. I giocatori cercheranno di controllare le Camere per trarre vantaggio dai Decreti oppure per lanciare un appello ai Cospiratori che potrebbero improvvisamente rovesciare la situazione.</span><br><span>Le carte Cospirazione rappresentano le Cospirazioni che i giocatori possono preparare e innescare durante la partita. Ogni carta Cospirazione ha un nome e un effetto unici sul fronte, così come una zona Preparazione sul retro.</span><br><br><span>Una nuova condizione di fine partita, nuovo materiale compatibile con l’espansione Pantheon e nuove strategie da seguire: Agorà completa ulteriormente 7 Wonders Duel, rendendolo ancora più vario ed avvincente.</span><br></p>",GIOCHI DA TAVOLO,21.9,soggeto iv,1,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-agora-ita-magic-dreams-store-1.jpg?v=1707267257, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-agora-ita-magic-dreams-store-2.jpg?v=1707267258, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-agora-ita-magic-dreams-store-3.jpg?v=1707267260, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-agora-ita-magic-dreams-store-4.jpg?v=1707267263, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-agora-ita-magic-dreams-store-5.jpg?v=1707267265"
as_8037,5425016921036,7 Wonders Duel - Pantheon (ITA),"<p><span>Ottenete il favore delle Divinità o subite la loro collera! Grazie alle Divinità del Pantheon, cambierete le strategie di gioco e innescherete grandi poteri.</span><br><span>Questa </span><strong>espansione per 7 Wonders Duel </strong><span>offre ai giocatori la capacità di invocare potenti Divinità per beneficiare dei loro poteri. Durante l’Epoca I, i giocatori scelgono quali Divinità saranno in grado di evocare durante le Epoche II e III. I Grandi Templi fanno la loro comparsa e prendono il posto delle Gilde.</span></p>",GIOCHI DA TAVOLO,21.9,soggeto iv,1,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-pantheon-ita-magic-dreams-store-1.jpg?v=1707267257, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-pantheon-ita-magic-dreams-store-2.jpg?v=1707267259, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-pantheon-ita-magic-dreams-store-3.jpg?v=1707267261, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-pantheon-ita-magic-dreams-store-4.jpg?v=1707267263, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/7-wonders-duel-pantheon-ita-magic-dreams-store-5.jpg?v=1707267265"
TOR4961,9788894924961,A  - IL CANTO DELLA SPADA - SHA,A  - IL CANTO DELLA SPADA - SHA,"ALTRO, LIBRI, nessuno",16.9,soggeto iv,0,https://cdn.shopify.com/s/files/1/0701/5248/7187/files/TOR4961_P.jpg?v=1700478092
,,A COUPLE OF CUCKOOS - BOX EARLY PREMIERE,"<h3 class=""sottotitolo-dettaglio"">EARLY PREMIERE - COFANETTO CON PRIMI DUE VOLUMI + TRE ILLUSTRATION CARD + UN MINI-SHIKISHI + UNA STAR CARD</h3>
<h4 class=""text-primary"">LA SCOPPIETTANTE COMMEDIA ROMANTICA CHE HA ISPIRATO L’OMONIMA SERIE ANIME DI SUCCESSO</h4>
<p><strong>Per celebrare il lancio della serie, i primi due volumi saranno disponibili in anteprima e raccolti in uno speciale cofanetto. Al suo interno anche tre illustration card, un mini-shikishi realizzato per i lettori italiani da Miki Yoshikawa e una Star Card da collezione!</strong></p>
<p>Nagi Umino è un liceale che spende la maggior parte del suo tempo a studiare e il cui sogno è classificarsi al primo posto nelle competizioni scolastiche. La sua vita monotona e tranquilla, però, viene sconvolta improvvisamente quando scopre che quelli che l’hanno cresciuto in realtà non sono i suoi veri genitori e che è stato vittima di uno scambio di culle. Ma qui le cose si fanno ancora più complicate: lo stesso giorno in cui ha preso appuntamento per incontrare la sua famiglia biologica, conosce casualmente la ricchissima superstar dei social Erika Amano e accetta di fingersi il suo fidanzato per salvarla da un matrimonio combinato, nonostante sia in realtà innamorato della brillante compagna di classe Hiro. Però, quando finalmente incontra i veri genitori, non può credere ai suoi occhi: l’altra vittima dello scambio di culle è proprio la bella Erika, figlia biologica dei suoi genitori adottivi! E il suo promesso sposo altri non è che… Cos’avrà in serbo il futuro per questi due ragazzi vittime di uno scherzo del destino?!</p>
<p>Arriva la scoppiettante commedia romantica che ha ispirato l’omonima serie anime di grande successo!</p>","fumetteria, MANGA",15.9,no,1,https://cdn.shopify.com/s/files/1/0701/5248/7187/products/a-couple-of-cuckoos-box-early-premiere-magic-dreams-store.jpg?v=1707271744
,,A Fiera 5,,fiera,5,soggeto iv,0,https://cdn.shopify.com/s/files/1/0701/5248/7187/products/a-fiera-5-magic-dreams-store.png?v=1707295497
AS_852131006655,852131006655,A Game Of Cat & Mouth (ITA),"<p><span>Dai creatori di Exploding Kittens:</span><br><span>un gioco</span><br><span>calamitoso,</span><br><span>flipperoso</span><br><span>e superspietato!</span><br><br><span>Lanciate le palline dall’altro lato con delle magnetiche </span><strong>Zampine Fionda</strong><span>!</span><br><span>La scatola stessa è il gioco. Apritela e sfidatevi in un uno contro uno!</span><br><br><span>L’obbiettivo? Riuscire ad avere contemporaneamente tutte le palline di un singolo colore nel lato avversario della plancia di gioco.</span><br><br><span>Raccogliete velocemente qualsiasi pallina si trovi dal vostro lato della plancia e lanciatela.</span><br><span>Per lanciare una pallina inseritela nella Zampa Fionda, tiratela all’indietro e rilasciatela.</span><br><span>Potete lanciare qualsiasi pallina gialla o bianca verso l’altro lato della plancia. Lanciate il più velocemente possibile.Non esistono turni.</span><br><br><span>Avete visto la scatola? Avete ancora dubbi?</span></p>
<ul></ul>","GIOCHI DA TAVOLO, GIOCHI DI CARTE",29.99,soggeto iv,5,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-game-of-cat-and-mouth-ita-magic-dreams-store-1.jpg?v=1707278571, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-game-of-cat-and-mouth-ita-magic-dreams-store-2.jpg?v=1707278573, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-game-of-cat-and-mouth-ita-magic-dreams-store-3.jpg?v=1707278575, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-game-of-cat-and-mouth-ita-magic-dreams-store-4.jpg?v=1707278578, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-game-of-cat-and-mouth-ita-magic-dreams-store-5.jpg?v=1707278580, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-game-of-cat-and-mouth-ita-magic-dreams-store-6.jpg?v=1707278582, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-game-of-cat-and-mouth-ita-magic-dreams-store-7.jpg?v=1707278584"
00777,9791280776709,A Night with the Grimm - volume unico,"<p align=""center"" style=""text-align: left;""><em>Una selezione delle celebri fiabe dei fratelli Grimm, reinterpretate dai fumettisti del collettivo Black List Crew esaltando gli aspetti più macabri e grotteschi, </em><br> <em>ma senza perdere il cuore dei racconti più amati come Cenerentola, Hansel e Gretel, La casa nel bosco e molti altri.</em></p>","A NIGHT WITH THE GRIMMS, ALTRO, FUMETTI",18.9,no,2,https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a-night-with-the-grimm-volume-unico-magic-dreams-store.jpg?v=1707293140
,,A SILENT VOICE – ULTIMATE BOX,"<span>La storia racconta dell'incontro tra due bambini: Shouya Ishida, un ragazzino molto vivace e Shouko Nishimiya, una bambina sorda. Inizialmente le cose tra i due non vanno bene poiché Shouya si diverte a prendere in giro Shouko e a maltrattarla per il suo handicap. Il loro rapporto però non è così semplice ed entrambi si ritroveranno, nel corso degli anni, ad attraversare parecchie difficoltà.</span><br><br><span>L'opera ha vinto nel 2015 il 19esimo Tezuka Osamu Cultural Award nella categoria ""New Life Award"".</span>","fumetteria, MANGA",45,no,0,https://cdn.shopify.com/s/files/1/0701/5248/7187/products/SILENTVOICE.jpg?v=1680094042
ABYNOT051,3665361034469,"A5 Notebook ""Crest"" - ASSASSIN'S CREED","<p>Scrivi tutti i tuoi segreti da Assassino nel quaderno ABYstyle ""Crest"". La copertina esterna è rigida con una vernice a macchie, mentre la rilegatura a libro assicura che le pagine rimangano ben racchiuse. Una segnalibro aiuta a non perdere la pagina.</p>
<p>Il quaderno contiene 180 pagine di carta A5 formato 21,7 cm x 15,5 cm. Ispira te stesso all'Azione con l'iconico Assassin's Creed...</p>
<p><br></p>","ASSASSIN'S CREED, BTS, SCUOLA, TACCUINI E BLOCCHI",6.23,soggeto iv,2,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-crest-assassin-s-creed-magic-dreams-store-1.jpg?v=1707266210, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-crest-assassin-s-creed-magic-dreams-store-2.jpg?v=1707266212, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-crest-assassin-s-creed-magic-dreams-store-3.jpg?v=1707266214, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-crest-assassin-s-creed-magic-dreams-store-4.jpg?v=1707266217, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-crest-assassin-s-creed-magic-dreams-store-5.jpg?v=1707266219"
5051265735324,5051265735324,"A5 Notebook ""Gi"" - COBRA KAI","<p>Il COBRA KAI A5 Notebook Gi è perfetto per appunti e attività creative. Grazie al suo formato A5 comodo e leggero, che ne fa una pratica scelta per i tuoi compiti e progetti. Inoltre, è dotato di una rilegatura resistente che garantisce una durata eccellente.</p>
<p>Cobra Kai: Gi A5 Notebook</p>","BTS, cobra kai, MOVIE, SCUOLA, TACCUINI E BLOCCHI",9.03,soggeto iv,1,https://cdn.shopify.com/s/files/1/0701/5248/7187/products/a5-notebook-gi-cobra-kai-magic-dreams-store.webp?v=1707272295
ABYNOT052,3665361032175,"A5 Notebook ""Koro-sensei"" - ASSASSINATION CLASSROOM","<div class=""product-description"">
<p>Conferisci ai tuoi appunti di classe lo stile di Koro-sensei con il nostro blocco note A5 ""Koro-sensei""! Realizzato in carta di alta qualità con rilegatura a spirale, un segnalibro, stampa a rilievo sulla copertina e su tutte le pagine interne, è l'ideale per prendere appunti seguendo la lezione di Koro-sensei.</p>
<p>Non lasciarti scappare questo fantastico notebook con un design particolare!</p>
</div>","ASSASSINATION CLASSROOM, BTS, SCUOLA, TACCUINI E BLOCCHI",6.23,soggeto iv,1,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-koro-sensei-assassination-classroom-magic-dreams-store-1.jpg?v=1707266210, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-koro-sensei-assassination-classroom-magic-dreams-store-2.jpg?v=1707266212, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-koro-sensei-assassination-classroom-magic-dreams-store-3.jpg?v=1707266214, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-koro-sensei-assassination-classroom-magic-dreams-store-4.jpg?v=1707266216, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-koro-sensei-assassination-classroom-magic-dreams-store-5.jpg?v=1707266218"
ABYNOT067,3665361058748,"A5 Notebook ""Millennium Items"" - YU-GI-OH!","<p>Dimentica la carta per prendere appunti, con YU-GI-OH! - A5 Notebook ""Millennium Items"" puoi prendere appunti come un vero campione! Dal design unico dei Millennium Items, questo notebook YU-GI-OH! offre un modo di scrivere divertente e giocoso. Provaci, metti alla prova i tuoi poteri! Vuoi sfidare te stesso per diventare il campione? Qui troverai l'ispirazione!</p>","BTS, SCUOLA, TACCUINI E BLOCCHI, YU-GI-OH!",6.23,soggeto iv,1,"https://cdn.shopify.com/s/files/1/0701/5248/7187/products/a5-notebook-millennium-items-yu-gi-oh-magic-dreams-store-1.jpg?v=1707266222, https://cdn.shopify.com/s/files/1/0701/5248/7187/products/a5-notebook-millennium-items-yu-gi-oh-magic-dreams-store-2.jpg?v=1707266224, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-millennium-items-yu-gi-oh-magic-dreams-store-3.jpg?v=1707266226, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-millennium-items-yu-gi-oh-magic-dreams-store-4.jpg?v=1707266228, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-millennium-items-yu-gi-oh-magic-dreams-store-5.jpg?v=1707266231, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-millennium-items-yu-gi-oh-magic-dreams-store-6.jpg?v=1707266233"
c_2100003382,8427934529902,A5 Notebook - AC/DC,"<p>Scrivi e organizza in modo creativo e efficiente con il nostro A5 Notebook AC/DC. Con la sua copertura in 100% PU, non c'è alcun dubbio di ottenere una qualità durevole e ben fatta.</p>
<p>Raccogli tutte le tue idee, riflessioni, progetti in un pratico e adorabile formato A5!</p>","ACDC, BTS, SCUOLA, TACCUINI E BLOCCHI",8.33,soggeto iv,10,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-acdc-magic-dreams-store-1.jpg?v=1707266961, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-acdc-magic-dreams-store-2.jpg?v=1707266964, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-acdc-magic-dreams-store-3.jpg?v=1707266966, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-acdc-magic-dreams-store-4.jpg?v=1707266968"
c_2100003645,8445484004632,A5 Notebook - AC/DC,"<p>Scopri il nostro A5 Notebook AC/DC di alta qualità. Realizzata al 100% con materiale resistente e di qualità, questo q<span data-mce-fragment=""1"">uaderno</span> ti permetterà di prendere appunti essenziali in qualunque momento.</p>
<p>Con le sue dimensioni comode da trasportare, avrai sempre a portata di mano tutto ciò di cui hai bisogno!</p>","ACDC, BTS, SCUOLA, TACCUINI E BLOCCHI",6.23,soggeto iv,10,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/2100003645.jpg?v=1707217908, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/2100003645_1.jpg?v=1707217912, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/2100003645_2.jpg?v=1707217915, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/2100003645_6.jpg?v=1707217919"
c_2100003376,8427934526772,A5 Notebook - DISNEY PRIDE,"<p>Questo A5 Notebook è una scelta perfetta per tutti i fan di Disney. Realizzata in 100%PU, questo blocco note DISNEY PRIDE è resistente e di ottima qualità. Mostra il tuo orgoglio Disney in classe, in ufficio o in viaggio.</p>
<p>Il design compatto rende questo prodotto un compagno ideale quando sei in movimento!</p>","BTS, DISNEY, SCUOLA, TACCUINI E BLOCCHI",8.33,soggeto iv,6,https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-disney-pride-magic-dreams-store.jpg?v=1707266961
c_2100002734_8427934298990,8427934298990,A5 Notebook - HARRY POTTER,"<p>Il nostro A5 Notebook HARRY POTTER è realizzato con una composizione di 80% carta/20% PET per offrire una scrittura di alta qualità. È perfetto per appunti, schizzi e progetti creativi.</p>
<p>Con la nostra eccellente qualità e comfort, è la scelta ideale per scrivere in stile!</p>","BTS, HARRY POTTER, SCUOLA, TACCUINI E BLOCCHI",9.03,soggeto iv,1,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-1.jpg?v=1707266877, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-2.jpg?v=1707266879, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-3.jpg?v=1707266882, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-4.jpg?v=1707266885, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-5.jpg?v=1707266887, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-6.jpg?v=1707266889, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-7.jpg?v=1707266892, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-8.jpg?v=1707266894, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-9.jpg?v=1707266897, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-10.jpg?v=1707266899, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-11.jpg?v=1707266901, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-harry-potter-magic-dreams-store-12.jpg?v=1707266904"
c_2100002737,8427934299058,A5 Notebook - MARVEL CAPITAN AMERICA,"<p>Scoprite il fantastico Blocco note A5 di Capitan America, perfetto per scrivere ed esprimere la propria creatività. Realizzato con una composizione di 80% carta, 5% plastica e 15% PU con cover rigida, è sicuramente resistente e di alta qualità.</p>
<p>Lasciatevi sorprendere...</p>","BTS, Capitan America, MARVEL, SCUOLA, TACCUINI E BLOCCHI",8.33,soggeto iv,4,"https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-1.jpg?v=1707266877, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-2.jpg?v=1707266879, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-3.jpg?v=1707266882, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-4.jpg?v=1707266884, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-5.jpg?v=1707266887, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-6.jpg?v=1707266889, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-7.jpg?v=1707266891, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-8.jpg?v=1707266894, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-9.jpg?v=1707266896, https://cdn.shopify.com/s/files/1/0701/5248/7187/files/a5-notebook-marvel-capitan-america-magic-dreams-store-10.jpg?v=1707266898"
PY_SR72660,5051265726605,A5 Notebook - Nightmare Before Christmas,"<p>Notebook A5 - Nightmare Before Christmas</p>
<p>Viaggia con stile con il nostro quaderno di Nightmare Before Christmass. Dotato di una copertura cartacea resistente e di una illustrazione dettagliata, questo notebook unisce la passione per la scrittura con l'amore per Nightmare Before Christmas. Scrivi tutti i tuoi pensieri e ricordi con passione e divertimento!</p>","BTS, GADGET E MERCHANDISING, Jack Skellington, MERCHANDISING, MOVIE, MOVIES, NIGHTMARE BEFORE CHRISTMAS, NIGHTMARE BEFORE XMAS, SCUOLA, TACCUINI E BLOCCHI",6.